"";"X";"Companies";"Year";"Ticker";"Date";"Ra";"Beta";"AlphaJensen";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"448";448;246;2013;"MKL";"2013-12-01";0,0405634698041133;0,708725986332034;0,0206482695881832;0,02;0,28;0,05;0;0,1;0;0;0;0;1;10,38;0,34;0,07;4
"449";449;246;2014;"MKL";"2014-12-01";-0,0202091530524513;0,708725986332034;-0,0197839174606521;0,01;0,28;0,04;0;0,02;0;0;0;1;1;10,4;0,3;0,06;4
"450";450;246;2015;"MKL";"2015-12-01";-0,0244012816926805;0,708725986332034;-0,00912192778927541;0,02;0,36;0,08;0;0,03;0;0;0;1;1;10,4;0,29;0,11;4
"451";451;247;2013;"MMC";"2013-12-01";0,0189963935929462;0,58200759193417;0,00264198025959601;0,08;1,57;0,19;0,08;0,17;0;0;0;1;1;10,23;0,33;0,11;4
"452";452;247;2014;"MMC";"2014-12-01";0,0114205780670791;0,58200759193417;0,0117697826222396;0,08;1,82;0,19;0;0,02;0;0;1;1;1;10,25;0,48;0,11;4
"453";453;247;2015;"MMC";"2015-12-01";0,00270884914525301;0,58200759193417;0,0152384138902245;0,09;1,76;0,24;0,01;0,02;0;0;1;1;1;10,26;0,68;0,12;4
"454";454;248;2013;"MMM";"2013-12-01";0,0492503290137321;0,896187422678361;0,0240674624364702;0,14;2,75;0,26;0,15;0,16;0,1;0,95;0;1;1;10,53;0,25;0,15;6
"455";455;248;2014;"MMM";"2014-12-01";0,0260797597659599;0,896187422678361;0,0266174722195669;0,15;3,56;0,31;0,03;0,03;0,03;0,02;1;1;1;10,5;0,52;0,16;6
"456";456;248;2015;"MMM";"2015-12-01";-0,0386744119669904;0,896187422678361;-0,0193271448948699;0,15;2,94;0,38;0,06;0,04;0,05;0,03;1;1;1;10,51;0,75;0,16;6
"457";457;249;2013;"MNST";"2013-12-01";0,135535955278358;0,531996584435177;0,120586851255729;0,25;NA;0,39;0;0;0;0;0;0;0;9,15;0;0,15;2
"458";458;249;2014;"MNST";"2014-12-01";-0,0344706237137437;0,531996584435177;-0,0341514257630826;0,27;NA;0,37;0;0;0;0;0;0;0;9,29;0;0,2;2
"459";459;249;2015;"MNST";"2015-12-01";-0,03722803690648;0,531996584435177;-0,0257837110242367;0,11;NA;0,14;0;0,01;0;0;0;0;0;9,75;0;0,2;2
"460";460;25;2013;"AME";"2013-12-01";0,068978301390123;0,891216792595265;0,043935109518196;0,06;2,31;0,17;0;0;0;0;0;0;0;9,77;0,65;0,16;6
"461";461;25;2014;"AME";"2014-12-01";0,0340087031051945;0,891216792595265;0,0345434331807517;0,06;2,1;0,18;0;0;0;0;0;0;0;9,81;0,72;0,18;6
"462";462;25;2015;"AME";"2015-12-01";-0,0505804671519423;0,891216792595265;-0,0313410627526251;0,07;2,04;0,19;0;0,05;0;0;0;0;0;9,82;0,67;0,21;6
"463";463;250;2013;"MO";"2013-12-01";0,0499426305392758;0,615875113644008;0,0326365398458791;0,13;2,61;1,24;0,63;0,72;0,73;0,61;0;1;1;10,54;3,4;0,19;2
"464";464;250;2014;"MO";"2014-12-01";-0,00955599165122205;0,615875113644008;-0,00918646658303565;0,15;3,25;1,42;0,08;0,12;0,05;0,12;0;1;1;10,54;4,55;0,21;2
"465";465;250;2015;"MO";"2015-12-01";0,020419658525402;0,615875113644008;0,033684148491477;0,16;4,1;1,78;0,12;0,13;0,03;0,1;0;1;1;10,51;4,5;0,21;2
"466";466;251;2013;"MON";"2013-12-01";0,0280165043918177;1,51224118162311;-0,0144774728117918;0,11;2,36;0,19;0,61;0,59;0,39;0,8;1;1;0;10,38;0,24;0,17;8
"467";467;251;2014;"MON";"2014-12-01";-0,00367620449862283;1,51224118162311;-0,00276885978964896;0,11;2,62;0,24;0,09;0,06;0,09;0,11;1;1;1;10,37;1,02;0,17;8
"468";468;251;2015;"MON";"2015-12-01";0,0346999170104475;1,51224118162311;0,067415550651669;0,08;2,24;0,27;0,12;0,09;0,13;0,13;1;1;1;10,33;2,23;0,13;8
"469";469;252;2013;"MOS";"2013-12-01";-0,00795931744126707;1,16192285631106;-0,0406093497036079;0,06;0,81;0,09;0,85;0,5;0,33;0,18;1;1;1;10,29;0,27;0,12;8
"470";470;252;2014;"MOS";"2014-12-01";0,00298091743830061;1,16192285631106;0,00367807115208725;0,06;0,93;0,09;0,02;0,05;0,02;0,01;1;1;1;10,26;0,35;0,11;8
"471";471;252;2015;"MOS";"2015-12-01";-0,128239130256589;1,16192285631106;-0,103125404274639;0,06;0,66;0,1;0,03;0,05;0,02;0;1;1;1;10,24;0,4;0,11;8
"472";472;254;2013;"MRK";"2013-12-01";0,0134347335353788;0,124499258403679;0,00993630437423546;0,08;1,41;0,24;0,24;0,28;0,2;0,2;0;1;1;11,02;0,61;0,03;5
"473";473;254;2014;"MRK";"2014-12-01";-0,0540980786704196;0,124499258403679;-0,0540233791153774;0,09;1,69;0,23;0,02;0,04;0,06;0,1;1;1;1;10,99;0,9;0,04;5
"474";474;254;2015;"MRK";"2015-12-01";0,00501384877569471;0,124499258403679;0,00761548268305453;0,13;1,58;0,32;0,04;0,04;0,05;0,09;1;1;1;11,01;0,29;0,04;5
"475";475;255;2013;"MRO";"2013-12-01";-0,0207464624145875;0,915957194055672;-0,0464848595675519;0,04;0,91;0,09;0,24;0,43;0;0;1;1;0;10,55;0,5;0,1;3
"476";476;255;2014;"MRO";"2014-12-01";-0,0220248726975106;0,915957194055672;-0,0214752983810772;0,12;0,67;0,25;0,03;0,06;0;0;1;1;0;10,56;0,44;0,28;3
"477";477;255;2015;"MRO";"2015-12-01";-0,329869320933595;0,915957194055672;-0,310093049822587;0,04;0,46;0,1;0,03;0,05;0;0;1;1;0;10,51;0,59;0,11;3
"478";478;256;2013;"MS";"2013-12-01";0,00191504922032392;1,42693035926496;-0,0381816938750216;0,05;0,28;0,09;0,17;0,35;0;0,84;0;1;1;11,92;0,33;0,12;4
"479";479;256;2014;"MS";"2014-12-01";0,0979423446236394;1,42693035926496;0,0987985028391984;0,08;0,42;0,15;0,04;0,04;0;0,12;1;1;1;11,9;0,25;0,27;4
"480";480;256;2015;"MS";"2015-12-01";-0,0753643747101692;1,42693035926496;-0,0444999859141194;-0,06;0,41;-0,11;0;0,07;0;0;1;1;1;11,9;0,39;0,16;4
"481";481;257;2013;"MSFT";"2013-12-01";-0,0190636577441721;1,47815578826007;-0,0605998353942802;0;1,68;0,05;0,35;0,42;0,57;0,82;1;1;1;11,19;2,35;0,09;7
"482";482;257;2014;"MSFT";"2014-12-01";-0,0288585840012906;1,47815578826007;-0,0279716905283345;0,01;1,89;0,08;0,05;0,03;0,06;0,08;1;1;1;11,24;2,27;0,16;7
"483";483;257;2015;"MSFT";"2015-12-01";0,0205778357371933;1,47815578826007;0,0525538163424369;0;2,19;0;0,02;0,14;0,08;0,1;1;1;1;11,26;2,8;0,13;7
"484";484;258;2013;"MSI";"2013-12-01";0,0290432498468358;1,36296499552408;-0,00925606652739095;0,12;1,34;0,23;0,59;0,54;0,66;0,67;0;0;1;10,07;0,2;0,22;7
"485";485;258;2014;"MSI";"2014-12-01";0,0258497215577925;1,36296499552408;0,0266675005551069;0,06;1,3;0,14;0,01;0,02;0;0,01;1;1;1;10,02;0,53;0,13;7
"486";486;258;2015;"MSI";"2015-12-01";-0,0415747765563208;1,36296499552408;-0,0120984361534482;0,13;1,66;0,22;0,04;0,02;0,01;0,03;1;1;1;9,92;0,16;0,21;7
"487";487;259;2013;"MTB";"2013-12-01";0,00914668345967321;0,116679059136359;0,00586800189794152;0,01;0,16;0,11;0,15;0,12;0;0;1;1;0;10,93;0,49;0,23;4
"488";488;259;2014;"MTB";"2014-12-01";-0,00317895018960603;0,116679059136359;-0,00310894275412421;0,01;0,16;0,09;0;0,01;0;0;1;1;0;10,99;0,81;0,22;4
"489";489;259;2015;"MTB";"2015-12-01";-0,0336731563381168;0,116679059136359;-0,0312412207548578;0,01;0,16;0,08;0;0,03;0;0;1;1;0;11,09;0,71;0,21;4
"490";490;26;2013;"AMG";"2013-12-01";0,079777736989555;2,25132016856053;0,0165156402530042;0,09;1,96;0,24;0;0;0;0;0;0;0;9,8;1,34;0,27;4
"491";491;26;2014;"AMG";"2014-12-01";0,0416097135763545;2,25132016856053;0,0429605056774909;0,07;1,72;0,21;0;0;0;0;0;0;0;9,89;1,34;0,26;4
"492";492;26;2015;"AMG";"2015-12-01";-0,103775616837975;2,25132016856053;-0,0550219691802117;0,1;1,32;0,25;0;0,06;0;0;0;0;0;9,89;1,04;0,32;4
"493";493;260;2013;"MU";"2013-12-01";0,0303407170526722;1,18703360316984;-0,00301492719640016;0,11;1,1;0,22;0,17;0,13;0;0;0;0;1;10,3;0,46;0,16;7
"494";494;260;2014;"MU";"2014-12-01";-0,0264954341434295;1,18703360316984;-0,0257832139815276;0,17;1,69;0,35;0;0,02;0;0;0;0;1;10,35;0,39;0,22;7
"495";495;260;2015;"MU";"2015-12-01";-0,117783035656383;1,18703360316984;-0,092124406467598;0,09;0,73;0,17;0;0,03;0;0;0;0;1;10,39;0,51;0,14;7
"496";496;261;2013;"MXIM";"2013-12-01";-0,0205753477018875;1,31729161413031;-0,0575912420589491;0,12;1,71;0,18;0,39;0,42;0,45;0,53;0;0;0;9,6;0,2;0,19;7
"497";497;261;2014;"MXIM";"2014-12-01";0,0749049108600465;1,31729161413031;0,0756952858285246;0,09;2,01;0,14;0,06;0,06;0,06;0,06;0;0;1;9,64;0,41;0,14;7
"498";498;261;2015;"MXIM";"2015-12-01";-0,0200606044310686;1,31729161413031;0,0084246235955591;0,05;2,49;0,09;0,06;0,07;0,05;0,07;0;0;1;9,63;0,44;0,09;7
"499";499;262;2013;"MYL";"2013-12-01";-0,0166803587524699;1,22505614555759;-0,0511044364426382;0,05;1,45;0,21;0;0;0;0;0;0;0;10,18;2,58;0,09;5
"500";500;262;2014;"MYL";"2014-12-01";-0,0389682631967216;1,22505614555759;-0,038233229509387;0,06;1,63;0,28;0;0;0;0;0;0;0;10,2;1,76;0,12;5
"501";501;262;2015;"MYL";"2015-12-01";0,0525887707103672;1,22505614555759;0,079072489068967;0,04;1,37;0,09;0;0,06;0;0;0;0;0;10,35;0,64;0,09;5
"502";502;263;2013;"NBL";"2013-12-01";-0,0307937660332174;0,998305440058534;-0,0588461488988622;0,05;1,47;0,11;0,65;0,3;0,5;0;0;1;0;10,29;0,5;0,2;3
"503";503;263;2014;"NBL";"2014-12-01";-0,0362320845345694;0,998305440058534;-0,0356331012705343;0,06;1,01;0,12;0,05;0,06;0,06;0;0;1;0;10,35;0,59;0,24;3
"504";504;263;2015;"NBL";"2015-12-01";-0,1075751180447;0,998305440058534;-0,0860118899954303;-0,1;0,89;-0,22;0;0,07;0;0;0;1;0;10,38;0,77;-0,78;3
"505";505;264;2013;"NEE";"2013-12-01";0,0121030572228124;0,438384437600882;-0,000215545473772399;-0,09;0,93;-0,21;0,1;0,18;0,14;0;1;0;0;10,84;0,61;0,13;11
"506";506;264;2014;"NEE";"2014-12-01";0,018037330072414;0,438384437600882;0,0183003607349745;0,02;0,99;0,05;0,01;0,05;0,03;0;1;1;0;10,87;0,63;0,07;11
"507";507;264;2015;"NEE";"2015-12-01";0,0395633342440102;0,438384437600882;0,0489762765399493;0,01;0,94;0,02;0,04;0,06;0,02;0;1;1;0;10,92;0,54;0,03;11
"508";508;265;2013;"NEM";"2013-12-01";-0,0668267372921644;-0,063071726356563;-0,065054421781545;0,02;0,62;0,1;0,12;0,13;0,05;0,03;1;1;1;10,39;0,37;0,03;8
"509";509;265;2014;"NEM";"2014-12-01";0,0281156009075252;-0,063071726356563;0,0280777578717113;0,04;0,51;0,16;0,04;0,05;0,01;0,01;1;1;1;10,4;0,48;0,05;8
"510";510;265;2015;"NEM";"2015-12-01";-0,0217870586034543;-0,063071726356563;-0,0232557150653918;0,01;0,47;0,06;0,04;0,06;0,02;0,02;1;1;1;10,4;1,07;0,02;8
"511";511;266;2013;"NFLX";"2013-12-01";0,00645810118406942;-0,345333526332362;0,0161619732740088;0,17;3,98;0,26;0;0;0;0;0;0;0;9,73;0,11;0,11;1
"512";512;266;2014;"NFLX";"2014-12-01";-0,0144727373172382;-0,345333526332362;-0,0146799374330376;0,16;2,88;0,27;0;0;0;0;0;0;1;9,85;0,09;0,1;1
"513";513;266;2015;"NFLX";"2015-12-01";-0,0753374935357429;-0,345333526332362;-0,0829312310571551;0,17;4,84;0,28;0;0,1;0;0;0;0;1;10,01;0,15;0,12;1
"514";514;267;2013;"NKE";"2013-12-01";-7,19366543868633e-05;1,00181646373722;-0,0282229792854026;0,05;3,46;0,13;0,89;0,62;0,92;0,8;1;1;1;10,25;1,13;0,13;1
"515";515;267;2014;"NKE";"2014-12-01";-0,0263849141909273;1,00181646373722;-0,025783824312685;0,02;4,06;0,07;0,02;0,03;0,11;0,12;1;1;1;10,28;1,28;0,06;1
"516";516;267;2015;"NKE";"2015-12-01";-0,0517589937592555;1,00181646373722;-0,0301195764961579;0,04;4,59;0,12;0,12;0,11;0,14;0,12;1;1;1;10,35;1,59;0,09;1
"517";517;269;2013;"NLY";"2013-12-01";0,0112144544139534;0,0525455455175232;0,00973792458491102;0,03;-0,78;0,28;0;0;0;0;0;0;0;13,91;0,07;0,92;4
"518";518;269;2014;"NLY";"2014-12-01";-0,0368018878474906;0,0525455455175232;-0,0367703605201801;-0,01;-0,82;-0,08;0;0;0;0;0;0;0;10,95;0,1;0;4
"519";519;269;2015;"NLY";"2015-12-01";0,0101545698847749;0,0525455455175232;0,0111948082225052;0;-0,72;0,03;0;0;0;0;0;0;0;10,88;0,26;0,59;4
"520";520;27;2013;"AMGN";"2013-12-01";0;0,719881074152745;-0,0202286581836921;0,01;1,46;0,16;0,64;0,51;0,52;0,43;0;1;1;10,82;1,34;0,12;5
"521";521;27;2014;"AMGN";"2014-12-01";-0,037096049827971;0,719881074152745;-0,0366641211834794;0,01;1,79;0,2;0,08;0,09;0,08;0,08;1;1;1;10,84;1,17;0,13;5
"522";522;27;2015;"AMGN";"2015-12-01";0,00760572403422267;0,719881074152745;0,0231271433433372;0,01;1,7;0,2;0,06;0,07;0,06;0,07;1;1;1;10,85;1,04;0,13;5
"523";523;270;2013;"NOC";"2013-12-01";0,0169832577363342;1,23409246296551;-0,0176947404729966;0,07;1,03;0,11;0,35;0,36;0;0,51;1;1;1;10,42;0,14;0,1;6
"524";524;270;2014;"NOC";"2014-12-01";0,0448190458741706;1,23409246296551;0,0455595013519499;0,07;1,26;0,12;0,1;0,06;0;0;1;1;1;10,42;0,15;0,12;6
"525";525;270;2015;"NOC";"2015-12-01";0,0130608282790367;1,23409246296551;0,0397406347253882;-0,03;1,63;-0,04;0;0,03;0;0;1;1;1;10,39;0,24;0,08;6
"526";526;271;2013;"NOV";"2013-12-01";-0,020972630188342;1,71695695481763;-0,0692191206187176;0,06;0,79;0,18;0;0;0;0;1;0;0;10,54;0,79;0,17;3
"527";527;271;2014;"NOV";"2014-12-01";-0,0158507312215936;1,71695695481763;-0,014820557048703;0,06;0,65;0,16;0;0;0;0;1;0;0;10,53;0,72;0,17;3
"528";528;271;2015;"NOV";"2015-12-01";-0,0965480430908055;1,71695695481763;-0,0593900771712628;0,05;0,35;0,13;0;0,08;0;0;1;0;0;10,43;0,77;0,15;3
"529";529;273;2013;"NSC";"2013-12-01";0,0569619737197198;1,04569589341264;0,0275779191148246;0,01;1,13;0,09;0,29;0,46;0;0;0;1;1;10,51;0,79;0,18;6
"530";530;273;2014;"NSC";"2014-12-01";-0,0183507658502138;1,04569589341264;-0,0177233483141663;0,01;1,26;0,1;0,05;0,05;0;0,11;1;1;1;10,52;0,72;0,19;6
"531";531;273;2015;"NSC";"2015-12-01";-0,116692266276513;1,04569589341264;-0,0941006653894592;0,01;1,01;0,11;0,01;0,05;0;0,08;1;1;1;10,53;0,77;0,2;6
"532";532;274;2013;"NTRS";"2013-12-01";0,053317500003341;0,823368021341016;0,0301808586036585;0,03;-0,13;0,06;0,21;0,37;0,28;0;0;0;1;11,01;0,57;0,03;4
"533";533;274;2014;"NTRS";"2014-12-01";4,04131729148176e-06;0,823368021341016;0,000498062130096091;0,05;NA;0,09;0,05;0,03;0;0;0;0;1;11,04;0,56;0,03;4
"534";534;274;2015;"NTRS";"2015-12-01";-0,0339621345356568;0,823368021341016;-0,0161950484725568;0,02;NA;0,05;0;0,03;0;0;0;0;1;11,07;0,59;0,02;4
"535";535;275;2013;"NUE";"2013-12-01";0,0513550657151598;1,19611583946817;0,0177442106261042;0,08;1,11;0,1;0;0;0;0;0;0;0;10,18;0,57;0,11;8
"536";536;275;2014;"NUE";"2014-12-01";-0,0816484097269808;1,19611583946817;-0,0809307402232999;0,08;1;0,14;0;0;0;0;0;0;0;10,19;0,33;0,13;8
"537";537;275;2015;"NUE";"2015-12-01";-0,0188616734712449;1,19611583946817;0,00699404024521436;0,08;0,89;0,14;0;0,05;0;0;0;0;0;10,15;0,32;0,12;8
"538";538;276;2013;"NVDA";"2013-12-01";0,026567027132783;1,81943983210414;-0,0245592321493434;0,08;1;0,23;0,81;0,74;0,94;0,48;0;0;1;9,76;0,8;0,08;7
"539";539;276;2014;"NVDA";"2014-12-01";-0,0448637421131666;1,81943983210414;-0,0437720782139041;0,06;1,1;0,19;0,12;0,11;0,11;0,09;1;0;1;9,84;1,13;0,07;7
"540";540;276;2015;"NVDA";"2015-12-01";0,0383472523610615;1,81943983210414;0,0777290967177214;0,05;1,63;0,2;0,12;0,11;0,1;0,12;1;1;1;9,86;1,47;0,06;7
"541";541;277;2013;"NWL";"2013-12-01";0,0656704444975491;1,27630790369863;0,0298061924036177;0,09;1,65;0,24;0,2;0,13;0;0,28;0;1;0;9,78;0,94;0,2;1
"542";542;277;2014;"NWL";"2014-12-01";0,0478586141491706;1,27630790369863;0,0486243988913898;0,18;1,82;0,53;0,05;0,03;0,13;0,1;0;1;1;9,82;0,95;0,29;1
"543";543;277;2015;"NWL";"2015-12-01";-0,0130722693362684;1,27630790369863;0,0145236121739918;0,05;1,92;0,15;0,08;0,04;0,1;0,08;0;1;1;9,86;1,33;0,09;1
"544";544;278;2013;"O";"2013-12-01";-0,0158566738281643;0,382935844386722;-0,0266171710554311;0,03;1,27;0,04;0;0;0;0;0;0;0;10;0,87;0,26;4
"545";545;278;2014;"O";"2014-12-01";0,0302566457168934;0,382935844386722;0,0304864072235254;0,03;1,47;0,04;0;0;0;0;0;0;0;10,04;0,95;0,24;4
"546";546;278;2015;"O";"2015-12-01";0,0433761209144761;0,382935844386722;0,051585828737668;0,02;1,54;0,05;0;0,09;0;0;0;0;0;10,07;0,79;0,25;4
"547";547;279;2013;"OKE";"2013-12-01";0,06838407045935;1,0663768786682;0,0384188801687734;0,02;1,09;0,12;0;0,52;0;0;0;0;0;10,25;3,85;0,02;3
"548";548;279;2014;"OKE";"2014-12-01";-0,0841283733600282;1,0663768786682;-0,0834885472328273;0,02;1,22;0,51;0;0,12;0;0;1;0;0;10,18;12,15;0,03;3
"549";549;279;2015;"OKE";"2015-12-01";-0,178529491303011;1,0663768786682;-0,155489113035911;0,02;0,92;0,55;0;0,11;0;0;1;0;0;10,19;27,17;0,03;3
"550";550;28;2013;"AMP";"2013-12-01";0,0609233955377569;1,42503115579378;0,0208800200599518;0,01;0,17;0,15;0;0;0;0;0;0;0;11,16;1,03;0,12;4
"551";551;28;2014;"AMP";"2014-12-01";0,0036361175808567;1,42503115579378;0,00449113627433297;0,01;0,19;0,2;0;0;0;0;0;0;0;11,17;1,22;0,13;4
"552";552;28;2015;"AMP";"2015-12-01";-0,0595517386293335;1,42503115579378;-0,0287285625486085;0,01;0,16;0,2;0;0,07;0;0;0;0;0;11,16;1,42;0,13;4
"553";553;280;2013;"OMC";"2013-12-01";0,0457988228480124;1,37242817412906;0,00723359115498572;0,05;1,08;0,3;0,55;0,44;0;0;0;0;0;10,34;1,13;0,07;1
"554";554;280;2014;"OMC";"2014-12-01";0,00909628018678029;1,37242817412906;0,00991973709125772;0,05;1,15;0,34;0,12;0,07;0;0;1;1;0;10,33;1,6;0,07;1
"555";555;280;2015;"OMC";"2015-12-01";0,0300478531057967;1,37242817412906;0,0597295444843974;0,05;1,08;0,44;0;0,07;0;0;1;1;0;10,34;1,45;0,07;1
"556";556;281;2013;"ORCL";"2013-12-01";0,080805607504567;1,70634558796208;0,0328572964828326;0,13;1,77;0,25;0,51;0,55;0;0;1;1;0;10,93;0,52;0,29;7
"557";557;281;2014;"ORCL";"2014-12-01";0,058611548912267;1,70634558796208;0,0596353562650442;0,12;1,82;0,23;0;0,07;0;0;1;1;0;10,99;0,68;0,28;7
"558";558;281;2015;"ORCL";"2015-12-01";-0,0646581179178422;1,70634558796208;-0,0277304186590651;0,09;1,49;0,19;0,08;0,06;0,1;0,14;1;1;1;11,03;0,87;0,25;7
"559";559;282;2013;"ORLY";"2013-12-01";0,0295681879582985;0,630510358877777;0,011850846873833;0,11;2,41;0,33;0;0;0;0;0;0;0;9,78;0,71;0,1;1
"560";560;282;2014;"ORLY";"2014-12-01";0,0526549052431209;0,630510358877777;0,0530332114584475;0,12;3,17;0,38;0;0;0;0;0;0;0;9,82;0,69;0,11;1
"561";561;282;2015;"ORLY";"2015-12-01";-0,0404083551958085;0,630510358877777;-0,0268262804081608;0,14;3,92;0,46;0;0,06;0;0;0;0;0;9,82;0,71;0,12;1
"562";562;283;2013;"OXY";"2013-12-01";0,00864866520536454;0,927109945466216;-0,0174031242622361;0,09;1,1;0,14;0,1;0,15;0,74;0,48;1;1;1;10,84;0,16;0,24;3
"563";563;283;2014;"OXY";"2014-12-01";0,0605109501190039;0,927109945466216;0,0610672160862836;0,01;1,13;0,02;0,02;0,03;0,01;0,07;1;1;1;10,75;0,2;0,03;3
"564";564;283;2015;"OXY";"2015-12-01";-0,100668466285031;0,927109945466216;-0,0806501804684137;-0,16;1,29;-0,26;0;0,03;0;0;1;1;1;10,64;0,28;0,28;3
"565";565;284;2013;"PAA";"2013-12-01";0,00387077433850575;0,344524893410961;-0,00581037516634226;0,05;1,27;0,14;0;0;0;0;0;0;0;10,31;0,88;0,02;3
"566";566;284;2014;"PAA";"2014-12-01";-0,00252993052693392;0,344524893410961;-0,00232321559088734;0,04;1,29;0,11;0;0;0;0;0;0;0;10,35;1,08;0,02;3
"567";567;284;2015;"PAA";"2015-12-01";-0,0702041956052244;0,344524893410961;-0,0628280054182066;0,01;0,9;0,04;0;0;0;0;0;0;0;10,35;1,32;0,01;3
"568";568;285;2013;"PAYX";"2013-12-01";0,0403372704926505;0,932909731048787;0,0141225070501796;0,09;NA;0,34;0;0;0;0;0;0;0;9,78;0;0,25;7
"569";569;285;2014;"PAYX";"2014-12-01";-0,02650313782195;0,932909731048787;-0,0259433919833207;0,1;NA;0,36;0;0;0;0;0;0;0;9,8;0;0,25;7
"570";570;285;2015;"PAYX";"2015-12-01";-0,0253888896365379;0,932909731048787;-0,00524474847277925;0,11;NA;0,4;0;0,06;0;0;0;0;0;9,78;0;0,26;7
"571";571;286;2013;"PCAR";"2013-12-01";0,0476192904762915;1,57815420887258;0,00327315720697207;0,06;0,88;0,19;0;0;0;0;0;0;0;10,32;0,02;0,07;6
"572";572;286;2014;"PCAR";"2014-12-01";0,0295407302917522;1,57815420887258;0,0304876228170757;0,07;1,02;0,19;0;0,08;0;0;1;0;1;10,31;0,83;0,07;6
"573";573;286;2015;"PCAR";"2015-12-01";-0,0621760874083238;1,57815420887258;-0,0280301410757889;0,08;0,67;0,23;0;0,08;0;0;1;0;1;10,32;0,83;0,08;6
"574";574;287;2013;"PCG";"2013-12-01";0,00904931398491103;0,307007677509567;0,000422398246892199;0,02;0,59;0,06;0,68;0,44;0,04;0,26;1;1;1;10,75;0,89;0,05;11
"575";575;287;2014;"PCG";"2014-12-01";0,0611651197782244;0,307007677509567;0,0613493243847301;0,03;0,66;0,09;0,08;0,11;0,03;0,1;1;1;1;10,78;0,96;0,08;11
"576";576;287;2015;"PCG";"2015-12-01";0,0171507783435246;0,307007677509567;0,0237128449454822;0,01;0,67;0,05;0,14;0,11;0,06;0,1;1;1;1;10,8;0,97;0,05;11
"577";577;288;2013;"PCLN";"2013-12-01";-0,0254224851426504;1,78521196175679;-0,0755869412680162;0,2;NA;0,33;0;0;0;0;0;0;0;10,02;0,25;0,28;1
"578";578;288;2014;"PCLN";"2014-12-01";-0,0173713121915369;1,78521196175679;-0,0163001850144828;0,18;NA;0,3;0;0;0;0;0;0;0;10,17;0,45;0,29;1
"579";579;288;2015;"PCLN";"2015-12-01";0,020683815085492;1,78521196175679;0,0593229146556143;0,15;NA;0,3;0;0,08;0;0;0;0;0;10,24;0,7;0,28;1
"580";580;289;2013;"PEG";"2013-12-01";-0,00907472307098812;0,476734482454591;-0,0224709620279621;0,04;0,72;0,11;0;0,36;0;0;1;0;1;10,51;0,68;0,12;11
"581";581;289;2014;"PEG";"2014-12-01";0,000185525766618278;0,476734482454591;0,000471566456091033;0,04;0,81;0,13;0;0;0;0;1;0;1;10,55;0,68;0,14;11
"582";582;289;2015;"PEG";"2015-12-01";-0,000394350766688618;0,476734482454591;0,00985078750257601;0,05;0,76;0,13;0;0,04;0;0;1;0;1;10,57;0,68;0,16;11
"583";583;29;2013;"AMT";"2013-12-01";0,02975231147681;0,138828863548164;0,0258512204111066;0,03;1,55;0,15;0;0;0;0;0;0;0;10,31;4,08;0,16;4
"584";584;29;2014;"AMT";"2014-12-01";-0,0566428820002166;0,138828863548164;-0,0565595846820877;0,04;2,53;0,2;0;0;0;0;0;0;0;10,33;3,47;0,2;4
"585";585;29;2015;"AMT";"2015-12-01";-0,019511429423338;0,138828863548164;-0,0165988430843428;0,03;2,17;0,09;0;0,04;0;0;0;0;0;10,43;2,57;0,12;4
"586";586;290;2013;"PEP";"2013-12-01";-0,0113654225208559;0,517698437046762;-0,02591274860187;0,09;1,9;0,29;0,29;0,32;0,36;0,13;1;1;1;10,89;1;0,1;2
"587";587;290;2014;"PEP";"2014-12-01";-0,0503892200500078;0,517698437046762;-0,0500786009877797;0,08;2,3;0,3;0,02;0,04;0,08;0,08;1;1;1;10,85;1,92;0,1;2
"588";588;290;2015;"PEP";"2015-12-01";0,00457649632875398;0,517698437046762;0,0157105524126687;0,08;2,42;0,37;0,03;0,03;0,08;0,07;1;1;1;10,84;2,42;0,09;2
"589";589;291;2013;"PFE";"2013-12-01";-0,0352826265747387;0,561808361065834;-0,0510694415206886;0,12;1,13;0,28;0,4;0,34;0,28;0,25;1;1;1;11,24;0,4;0,43;5
"590";590;291;2014;"PFE";"2014-12-01";0;0,561808361065834;0,0003370850166395;0,05;1,16;0,12;0,04;0,06;0,03;0,04;1;1;1;11,23;0,44;0,18;5
"591";591;291;2015;"PFE";"2015-12-01";-0,0150657815527464;0,561808361065834;-0,00297454011761785;0,04;1,28;0,1;0,09;0,06;0,09;0,04;1;1;1;11,22;0,45;0,14;5
"592";592;292;2013;"PFG";"2013-12-01";-0,0211490965689277;1,77268591784291;-0,0709615708603135;0;0,07;0,09;0,08;0,18;0;0;1;1;1;11,32;0,27;0,09;4
"593";593;292;2014;"PFG";"2014-12-01";-0,0188846899413196;1,77268591784291;-0,0178210783906139;0,01;0,07;0,11;0,02;0,03;0,01;0,04;1;1;1;11,34;0,25;0,11;4
"594";594;292;2015;"PFG";"2015-12-01";-0,127131451144683;1,77268591784291;-0,0887641667274913;0,01;0,06;0,12;0,02;0,03;0,02;0,03;1;1;1;11,34;0,35;0,1;4
